	Data	AED	AUD	BGN	BRL	CAD	CHF	CNY	CZK	DKK	EGP	EUR	GBP	HRK	100																		
0	04-01-21	1.0783	3.064	2.4895	0.7626	3.1245	4.5036	0.6129	0.1863	0.6546	0.2521	4.8691	5.4234	0.6444	1.349	0.0542	3.8537	0.366	0.2308	0.2004	0.467	2.8627	1.0702	0.0414	0.054	0.4849	0.1326	0.5382	0.1401	3.9609	246.2338	5.7384	0.2716
1	05-01-21	1.0798	3.0605	2.4905	0.7487	3.1139	4.5029	0.6136	0.186	0.6548	0.2533	4.871	5.3871	0.6444	1.3489	0.0542	3.8559	0.3645	0.2305	0.1992	0.4652	2.8608	1.0719	0.0414	0.0532	0.4834	0.1324	0.5379	0.1395	3.9661	248.2248	5.7401	0.267
2	06-01-21	1.0745	3.085	2.49	0.7467	3.1232	4.504	0.6115	0.1863	0.6547	0.252	4.87	5.3943	0.6442	1.3621	0.054	3.8378	0.3636	0.2305	0.1994	0.4701	2.8837	1.0801	0.0414	0.0535	0.4843	0.1321	0.5391	0.1396	3.9468	248.0447	5.7248	0.2637
3	07-01-21	1.0825	3.0762	2.49	0.7481	3.1235	4.4971	0.6148	0.1858	0.6546	0.2532	4.8701	5.3938	0.6443	1.362	0.0542	3.835	0.3633	0.2305	0.2005	0.4693	2.8799	1.0793	0.0414	0.0535	0.4832	0.1324	0.5481	0.1397	3.9758	244.4274	5.7446	0.2602
4	08-01-21	1.0833	3.0927	2.4902	0.7355	3.1372	4.4915	0.6155	0.1859	0.6548	0.2534	4.8704	5.4055	0.6434	1.3532	0.0543	3.8306	0.3644	0.2305	0.199	0.4714	2.8871	1.0775	0.0414	0.0534	0.4839	0.1324	0.5415	0.1397	3.9791	241.9034	5.748	0.2594
5	11-01-21	1.0902	3.0901	2.4904	0.7391	3.1349	4.4964	0.6182	0.1857	0.6549	0.2564	4.8709	5.4061	0.6432	1.3506	0.0545	3.8455	0.3646	0.2296	0.1987	0.4709	2.8806	1.0767	0.0414	0.0537	0.4841	0.1329	0.5398	0.1421	4.0044	238.1807	5.7675	0.2585
6	12-01-21	1.0914	3.0962	2.4907	0.7303	3.1443	4.5038	0.6205	0.1859	0.6549	0.2559	4.8715	5.4451	0.6426	1.3507	0.0547	3.8463	0.365	0.2328	0.2008	0.4708	2.8777	1.0765	0.0414	0.054	0.4837	0.1331	0.535	0.143	4.0088	239.7645	5.7761	0.2594
7	13-01-21	1.0897	3.1005	2.4919	0.7519	3.1425	4.5059	0.6186	0.1863	0.6551	0.2553	4.8738	5.4734	0.6431	1.3564	0.0547	3.8507	0.3647	0.2327	0.2016	0.473	2.8782	1.0772	0.0414	0.0542	0.4827	0.1332	0.5375	0.1432	4.0025	238.7503	5.7743	0.2616
8	14-01-21	1.0906	3.1106	2.4914	0.7559	3.1605	4.51	0.6199	0.1862	0.655	0.2558	4.8728	5.4698	0.6437	1.354	0.0549	3.8522	0.3657	0.2322	0.2027	0.4726	2.8823	1.0735	0.0414	0.0546	0.482	0.1336	0.5438	0.1426	4.0058	236.8801	5.777	0.2647
9	15-01-21	1.0937	3.1123	2.4919	0.773	3.1655	4.5274	0.6207	0.1864	0.6552	0.2565	4.8737	5.4853	0.6451	1.3544	0.055	3.8752	0.3656	0.2321	0.2032	0.4726	2.8885	1.0729	0.0414	0.0547	0.4815	0.1338	0.5437	0.1432	4.0172	239.4568	5.7889	0.2649
10	18-01-21	1.1	3.0975	2.492	0.7634	3.162	4.5329	0.6222	0.1861	0.6552	0.2574	4.874	5.4696	0.6453	1.3512	0.0551	3.8928	0.365	0.2326	0.2027	0.4679	2.8697	1.0718	0.0414	0.0544	0.4799	0.1341	0.5397	0.1431	4.0405	238.2202	5.8048	0.2633
11	19-01-21	1.0941	3.0974	2.4921	0.7588	3.1593	4.5297	0.6202	0.1863	0.6552	0.2558	4.8742	5.4736	0.6444	1.3591	0.055	3.8638	0.3645	0.2335	0.2043	0.4705	2.8612	1.0752	0.0415	0.0545	0.4828	0.1338	0.5401	0.1429	4.0186	238.375	5.7871	0.2679
12	20-01-21	1.0946	3.1094	2.4921	0.7504	3.167	4.5221	0.6218	0.1865	0.6553	0.2556	4.8741	5.5103	0.6443	1.3648	0.0551	3.8742	0.365	0.2318	0.2051	0.4724	2.8697	1.0769	0.0415	0.0547	0.4808	0.1341	0.541	0.1424	4.0207	239.7608	5.7942	0.2699
13	21-01-21	1.093	3.1207	2.4919	0.7587	3.1808	4.5251	0.6213	0.1866	0.6551	0.2552	4.8738	5.5099	0.6443	1.3641	0.055	3.883	0.3649	0.231	0.2052	0.4762	2.8967	1.0761	0.0415	0.0545	0.4827	0.1341	0.5425	0.1419	4.0148	241.5144	5.7912	0.2708
14	22-01-21	1.0899	3.0904	2.492	0.7482	3.1524	4.5255	0.6181	0.1866	0.6551	0.2545	4.874	5.4696	0.6442	1.3656	0.0549	3.8612	0.362	0.23	0.2013	0.472	2.8785	1.073	0.0415	0.0535	0.4832	0.1335	0.5407	0.1423	4.0034	238.5807	5.7753	0.2652
15	25-01-21	1.0918	3.0997	2.4922	0.7336	3.1569	4.5228	0.6191	0.187	0.6552	0.255	4.8744	5.4892	0.6442	1.3653	0.055	3.8627	0.3638	0.2289	0.2015	0.473	2.892	1.0734	0.0415	0.0533	0.4844	0.1338	0.5428	0.1424	4.0105	240.0052	5.7825	0.2646
16	26-01-21	1.0943	3.0943	2.4923	0.7352	3.1518	4.519	0.6211	0.1867	0.6552	0.2552	4.8746	5.4869	0.6445	1.3592	0.055	3.8726	0.3635	0.2297	0.1995	0.4695	2.8935	1.0712	0.0415	0.0532	0.4833	0.134	0.5457	0.1427	4.0195	239.1954	5.7907	0.2628
17	27-01-21	1.0941	3.106	2.4923	0.7504	3.1592	4.5279	0.6213	0.1876	0.6553	0.2557	4.8745	5.521	0.6449	1.3547	0.0551	3.8734	0.3635	0.231	0.2003	0.4685	2.9066	1.0722	0.0414	0.0533	0.4826	0.134	0.5457	0.1427	4.0189	238.4625	5.7937	0.265
18	28-01-21	1.0953	3.0642	2.4921	0.7432	3.1303	4.5217	0.6223	0.1868	0.6554	0.2561	4.8742	5.4989	0.6444	1.3533	0.0551	3.86	0.3603	0.2318	0.1983	0.4646	2.8686	1.0721	0.0414	0.0529	0.4817	0.1341	0.5478	0.1429	4.0233	238.2841	5.7935	0.2645
19	29-01-21	1.0947	3.0769	2.4922	0.739	3.1322	4.5231	0.6246	0.1872	0.6555	0.2559	4.8743	5.5021	0.6441	1.3593	0.0551	3.8367	0.3602	0.2328	0.199	0.4701	2.8839	1.0751	0.0414	0.0528	0.4813	0.1344	0.5496	0.143	4.0209	240.0865	5.7923	0.2662
20	01-02-21	1.0984	3.0764	2.4914	0.7385	3.1512	4.5066	0.6239	0.1875	0.6552	0.256	4.8728	5.5304	0.6432	1.3661	0.0552	3.8455	0.3607	0.2319	0.1979	0.4685	2.8937	1.0799	0.0414	0.0533	0.4799	0.1345	0.5593	0.1438	4.0346	241.2581	5.8023	0.267
21	02-02-21	1.1021	3.0821	2.492	0.7451	3.1627	4.5097	0.6269	0.1879	0.6553	0.2573	4.8739	5.5385	0.6428	1.3715	0.0555	3.8562	0.3628	0.2331	0.2004	0.4713	2.9031	1.0833	0.0414	0.0534	0.4801	0.135	0.5672	0.1443	4.0483	240.75	5.8157	0.2707
22	03-02-21	1.1035	3.0888	2.4906	0.755	3.1695	4.5075	0.6273	0.1877	0.655	0.258	4.8713	5.5277	0.6435	1.369	0.0555	3.8575	0.3632	0.2338	0.2013	0.47	2.919	1.0846	0.0414	0.0533	0.4803	0.1349	0.5679	0.1449	4.0532	239.0585	5.8173	0.2708
23	04-02-21	1.1064	3.0982	2.4921	0.759	3.1745	4.5069	0.6288	0.188	0.6554	0.2592	4.8742	5.5185	0.6438	1.3708	0.0557	3.8604	0.3634	0.2333	0.2005	0.4713	2.9214	1.0843	0.0414	0.0539	0.4811	0.1352	0.5701	0.1458	4.0639	236.775	5.8256	0.2711
24	05-02-21	1.108	3.0983	2.4922	0.7499	3.1822	4.5081	0.629	0.1887	0.6555	0.2594	4.8744	5.572	0.6448	1.3669	0.0558	3.8553	0.3625	0.2334	0.2005	0.4728	2.911	1.0844	0.0414	0.0543	0.4819	0.1353	0.5741	0.1466	4.07	236.5089	5.8335	0.272
25	08-02-21	1.103	3.1015	2.492	0.7544	3.1708	4.4973	0.6276	0.1889	0.6554	0.2596	4.874	5.5475	0.6448	1.3598	0.0555	3.8352	0.3615	0.2328	0.2005	0.475	2.9112	1.086	0.0415	0.0544	0.4824	0.1349	0.5722	0.1465	4.0514	236.4315	5.8166	0.2709
26	09-02-21	1.0957	3.1105	2.4923	0.75	3.1631	4.5065	0.6255	0.1894	0.6555	0.2575	4.8745	5.5449	0.6447	1.359	0.0552	3.8471	0.3617	0.2315	0.2007	0.4752	2.914	1.0879	0.0415	0.0544	0.4819	0.1345	0.5668	0.1456	4.0247	238.533	5.8003	0.2718
27	10-02-21	1.0946	3.107	2.4922	0.7475	3.1658	4.5115	0.6237	0.1886	0.6554	0.2567	4.8744	5.5666	0.6444	1.3619	0.0552	3.8392	0.3635	0.2296	0.2	0.4764	2.9012	1.0876	0.0415	0.0545	0.4841	0.1344	0.5704	0.1448	4.0205	238.0588	5.7968	0.2734
28	11-02-21	1.0943	3.1103	2.4921	0.7462	3.1691	4.5133	0.6224	0.1888	0.6553	0.2571	4.8741	5.5555	0.6442	1.3629	0.0552	3.8389	0.3641	0.2293	0.2011	0.4743	2.9024	1.0814	0.0415	0.0545	0.4831	0.1346	0.569	0.1445	4.0194	237.9838	5.7938	0.2742
29	12-02-21	1.096	3.1122	2.4922	0.7501	3.1601	4.5101	0.6234	0.1894	0.6554	0.2576	4.8743	5.5516	0.6438	1.3574	0.0555	3.8352	0.3642	0.2298	0.2006	0.4737	2.8963	1.0824	0.0415	0.0541	0.4837	0.1347	0.5728	0.1446	4.0259	235.6601	5.7978	0.2748
30	15-02-21	1.0939	3.124	2.4923	0.7482	3.1731	4.5101	0.6221	0.1894	0.6554	0.2576	4.8745	5.5881	0.6438	1.3585	0.0553	3.8133	0.3645	0.2306	0.2015	0.4776	2.9071	1.0863	0.0415	0.0548	0.4853	0.1344	0.576	0.1438	4.0179	235.0131	5.7926	0.2777
31	16-02-21	1.091	3.1249	2.4924	0.7462	3.1727	4.5147	0.6205	0.1898	0.6555	0.2571	4.8747	5.5845	0.6438	1.364	0.0551	3.8073	0.3638	0.2309	0.2007	0.4792	2.9109	1.0866	0.0415	0.0547	0.4854	0.1341	0.5785	0.144	4.0073	235.0808	5.7838	0.2774
32	17-02-21	1.1	3.13	2.4923	0.7523	3.181	4.5146	0.6256	0.1886	0.6555	0.2583	4.8746	5.603	0.6438	1.3573	0.0555	3.8117	0.365	0.2305	0.1994	0.477	2.9042	1.0829	0.0415	0.0547	0.4854	0.1347	0.5768	0.1449	4.0403	232.2769	5.8102	0.2737
33	18-02-21	1.0999	3.1411	2.4924	0.7467	3.184	4.5014	0.6244	0.1886	0.6555	0.258	4.8748	5.6275	0.6437	1.3584	0.0556	3.8213	0.3651	0.2324	0.2003	0.4763	2.913	1.0853	0.0415	0.0548	0.4852	0.1346	0.5815	0.1451	4.0399	231.8421	5.8121	0.277
34	19-02-21	1.0931	3.1464	2.4924	0.7398	3.1748	4.493	0.622	0.1884	0.6555	0.2564	4.8747	5.6193	0.6433	1.3594	0.0554	3.8109	0.3637	0.2313	0.1977	0.4765	2.9161	1.0858	0.0415	0.0543	0.4854	0.1339	0.577	0.1443	4.0151	228.7107	5.7933	0.2745
35	22-02-21	1.0941	3.1656	2.4923	0.7466	3.1819	4.4703	0.6218	0.1879	0.6554	0.2565	4.8746	5.6364	0.6438	1.3581	0.0554	3.804	0.3614	0.2288	0.1947	0.4727	2.9364	1.0849	0.0415	0.0538	0.4858	0.1338	0.5747	0.1442	4.0188	232.0818	5.7958	0.2707
36	23-02-21	1.0922	3.1684	2.4923	0.7339	3.1795	4.4579	0.6206	0.188	0.6555	0.2554	4.8745	5.6522	0.6436	1.3568	0.0553	3.8119	0.3604	0.2288	0.1936	0.4714	2.9368	1.0818	0.0415	0.054	0.4831	0.1336	0.5686	0.1438	4.0118	232.9468	5.7928	0.2721
37	24-02-21	1.0917	3.1735	2.4922	0.737	3.1892	4.4221	0.6217	0.1878	0.6555	0.2557	4.8743	5.6714	0.6428	1.3552	0.0555	3.7901	0.3618	0.2288	0.1966	0.475	2.9599	1.0792	0.0415	0.0544	0.4832	0.1335	0.5596	0.1434	4.01	233.0869	5.7919	0.2753
38	25-02-21	1.0848	3.1869	2.4912	0.737	3.1929	4.4025	0.6178	0.1867	0.6553	0.2538	4.8725	5.6427	0.643	1.3531	0.055	3.7566	0.3593	0.2291	0.1939	0.4787	2.9692	1.0813	0.0414	0.0542	0.4851	0.1323	0.5546	0.1429	3.9845	229.6421	5.7658	0.2718
39	26-02-21	1.0947	3.1327	2.4923	0.727	3.1817	4.4406	0.6224	0.1863	0.6555	0.2561	4.8745	5.5894	0.6431	1.3497	0.0546	3.7804	0.3572	0.2284	0.1922	0.4704	2.9377	1.0785	0.0415	0.0539	0.4818	0.1325	0.5447	0.1439	4.0209	228.2335	5.7907	0.2691
40	01-03-21	1.1014	3.1315	2.4922	0.7226	3.1916	4.4299	0.6259	0.1868	0.6555	0.2574	4.8744	5.6469	0.6432	1.3442	0.0551	3.7904	0.3609	0.2309	0.1944	0.468	2.9275	1.0776	0.0415	0.0546	0.4781	0.134	0.5575	0.1444	4.0456	227.171	5.8148	0.2686
41	02-03-21	1.1035	3.1571	2.4924	0.7184	3.2041	4.4161	0.6265	0.1864	0.6555	0.2579	4.8747	5.6329	0.6432	1.3414	0.0553	3.7924	0.3606	0.2316	0.196	0.4752	2.9427	1.0748	0.0415	0.0545	0.481	0.1339	0.553	0.145	4.0535	225.4539	5.8191	0.2691
42	03-03-21	1.0983	3.155	2.4934	0.7107	3.1981	4.4048	0.624	0.1867	0.6559	0.2578	4.8768	5.6412	0.6432	1.3414	0.0554	3.7723	0.3593	0.2314	0.1952	0.4773	2.9408	1.0758	0.0415	0.0547	0.4822	0.1331	0.5472	0.145	4.0341	223.8538	5.8044	0.2702
43	04-03-21	1.1027	3.1499	2.4943	0.7207	3.2009	4.388	0.6262	0.1861	0.6561	0.2579	4.8784	5.6437	0.6434	1.3375	0.0557	3.7737	0.3599	0.2302	0.1943	0.4747	2.9343	1.072	0.0415	0.0549	0.4799	0.1334	0.5428	0.1461	4.0503	223.2049	5.8171	0.2689
44	05-03-21	1.1141	3.1352	2.4967	0.7218	3.2197	4.4065	0.6308	0.1854	0.6566	0.2607	4.8831	5.6478	0.6449	1.3333	0.056	3.7707	0.3622	0.2309	0.1925	0.4769	2.9162	1.0661	0.0415	0.0548	0.4796	0.1341	0.5454	0.1476	4.0924	223.0612	5.8482	0.2669
45	08-03-21	1.1194	3.1502	2.497	0.7225	3.2419	4.406	0.6298	0.1852	0.6568	0.2617	4.8838	5.6917	0.6445	1.3297	0.0562	3.789	0.3629	0.2309	0.1912	0.4799	2.9275	1.0643	0.0415	0.0551	0.4796	0.1336	0.5394	0.1475	4.1118	223.8171	5.8647	0.2655
46	09-03-21	1.1172	3.1633	2.4976	0.6984	3.2562	4.407	0.6299	0.1861	0.6569	0.2609	4.8849	5.6953	0.6444	1.3325	0.0562	3.7742	0.3608	0.2327	0.1926	0.4844	2.9414	1.0659	0.0415	0.0555	0.4813	0.1334	0.5377	0.1482	4.1036	224.7611	5.859	0.2674
47	10-03-21	1.1185	3.1623	2.4983	0.708	3.247	4.4146	0.6311	0.1863	0.6571	0.2612	4.8863	5.7063	0.644	1.331	0.0563	3.7769	0.36	0.2332	0.1937	0.4845	2.9415	1.068	0.0416	0.0555	0.4819	0.1337	0.5416	0.148	4.1084	226.1467	5.8648	0.2692
48	11-03-21	1.1116	3.1747	2.4978	0.7199	3.2456	4.4142	0.6295	0.1863	0.6569	0.2596	4.8854	5.7012	0.6438	1.3345	0.0562	3.7654	0.3606	0.2329	0.1967	0.4859	2.9523	1.0663	0.0416	0.0554	0.4832	0.1337	0.5488	0.1471	4.0832	227.7951	5.8463	0.2733
49	12-03-21	1.1158	3.1772	2.4978	0.7403	3.266	4.4038	0.6298	0.1864	0.657	0.2611	4.8854	5.7102	0.6438	1.3346	0.0564	3.7589	0.3609	0.2304	0.1969	0.484	2.9406	1.0651	0.0416	0.0557	0.4813	0.1332	0.54	0.1479	4.0985	224.5155	5.8556	0.2738
50	15-03-21	1.1146	3.1737	2.4974	0.7374	3.2879	4.4079	0.6298	0.1866	0.6568	0.26	4.8846	5.704	0.6443	1.3302	0.0565	3.7542	0.3615	0.231	0.1983	0.4852	2.9472	1.0655	0.0415	0.0561	0.4794	0.1333	0.5459	0.1481	4.0942	227.6495	5.8516	0.2755
51	16-03-21	1.1138	3.1644	2.4982	0.7284	3.2807	4.4248	0.6295	0.1864	0.6571	0.2606	4.8861	5.6631	0.6447	1.3314	0.0564	3.7484	0.362	0.2313	0.198	0.4844	2.9402	1.0635	0.0416	0.0561	0.4821	0.1331	0.547	0.148	4.0908	228.098	5.8457	0.2761
52	17-03-21	1.1173	3.1738	2.4991	0.7297	3.293	4.4305	0.6313	0.1871	0.6573	0.2608	4.8879	5.7122	0.6451	1.3299	0.0566	3.7625	0.3634	0.2309	0.1985	0.4836	2.9485	1.0611	0.0416	0.0561	0.4823	0.1333	0.548	0.1483	4.1042	229.1115	5.862	0.2755
53	18-03-21	1.1143	3.1981	2.499	0.7329	3.2999	4.4206	0.6295	0.1869	0.6573	0.2601	4.8876	5.7195	0.645	1.3295	0.0564	3.7539	0.3642	0.2314	0.2002	0.4858	2.9592	1.0569	0.0416	0.0555	0.482	0.1329	0.5491	0.1479	4.0931	228.267	5.8531	0.2783
54	19-03-21	1.118	3.1845	2.498	0.7386	3.2918	4.4229	0.6311	0.187	0.657	0.2619	4.8858	5.7191	0.6449	1.3282	0.0567	3.773	0.3634	0.2301	0.2021	0.4823	2.9433	1.0577	0.0416	0.0556	0.4809	0.1332	0.5679	0.1481	4.1067	229.4042	5.8643	0.2796
55	22-03-21	1.1169	3.1683	2.4976	0.7474	3.283	4.4274	0.6302	0.1872	0.6569	0.2608	4.885	5.6806	0.6449	1.3298	0.0567	3.7718	0.3636	0.2306	0.1977	0.4801	2.9378	1.059	0.0415	0.0551	0.4805	0.1327	0.5133	0.1481	4.1026	228.4416	5.8572	0.2778
56	23-03-21	1.1199	3.1521	2.4996	0.747	3.2684	4.4257	0.6316	0.1865	0.6574	0.2615	4.8888	5.6603	0.6453	1.3337	0.0568	3.7917	0.3639	0.23	0.198	0.4795	2.8946	1.0614	0.0416	0.0542	0.4801	0.1327	0.5167	0.1483	4.1136	230.1267	5.8672	0.2765
57	24-03-21	1.1257	3.1482	2.4995	0.7488	3.2844	4.4191	0.6341	0.1858	0.6575	0.2624	4.8886	5.6666	0.6455	1.3367	0.0569	3.8029	0.3651	0.2305	0.1996	0.4812	2.8882	1.0561	0.0416	0.0544	0.4806	0.1332	0.5188	0.1484	4.1348	230.1503	5.8838	0.2796
58	25-03-21	1.126	3.1478	2.4984	0.7358	3.2951	4.4223	0.6325	0.1861	0.6571	0.2626	4.8864	5.6769	0.645	1.3395	0.057	3.791	0.3647	0.2309	0.1984	0.4816	2.8885	1.0542	0.0416	0.0545	0.4796	0.133	0.5222	0.148	4.1361	230.1064	5.8816	0.278
59	26-03-21	1.1291	3.1575	2.4986	0.7341	3.2961	4.412	0.6341	0.187	0.6572	0.2641	4.8869	5.7147	0.645	1.3424	0.0572	3.7852	0.3667	0.231	0.2012	0.4823	2.8986	1.0539	0.0416	0.0546	0.48	0.1334	0.5125	0.1483	4.1472	230.1684	5.8921	0.276
60	29-03-21	1.1317	3.1781	2.5039	0.7222	3.301	4.4321	0.6336	0.1874	0.6586	0.2643	4.8972	5.7486	0.6464	1.3505	0.0572	3.7941	0.3671	0.2315	0.2007	0.4846	2.9073	1.0523	0.0417	0.0547	0.4788	0.1334	0.5087	0.1485	4.157	230.5418	5.9056	0.2774
61	30-03-21	1.14	3.1967	2.5133	0.7242	3.3274	4.4447	0.6376	0.1882	0.6611	0.2662	4.9156	5.7614	0.6494	1.3533	0.057	3.7974	0.3692	0.232	0.2029	0.4893	2.932	1.0572	0.0418	0.0552	0.4795	0.134	0.5015	0.1502	4.1876	228.4945	5.9361	0.2801
62	31-03-21	1.1426	3.1974	2.5181	0.727	3.3299	4.4513	0.6404	0.1884	0.6622	0.2671	4.9251	5.7864	0.6505	1.3542	0.0574	3.7961	0.3717	0.2331	0.2042	0.4921	2.9369	1.0562	0.0419	0.0555	0.4815	0.1343	0.5032	0.1507	4.1969	227.4991	5.95	0.2836
63	01-04-21	1.139	3.1656	2.5113	0.7427	3.3256	4.4216	0.6363	0.1884	0.6604	0.2666	4.9117	5.7615	0.6487	1.3564	0.057	3.7771	0.37	0.2317	0.2049	0.4894	2.9163	1.0633	0.0418	0.0551	0.4788	0.1336	0.5094	0.1503	4.1836	230.5864	5.9283	0.2835
64	02-04-21	1.1348	3.1724	2.5107	0.7302	3.3183	4.4304	0.6352	0.1881	0.6602	0.2653	4.9106	5.7656	0.6488	1.3586	0.0568	3.7738	0.3696	0.2313	0.2055	0.4887	2.9279	1.0672	0.0418	0.0547	0.4782	0.1332	0.5183	0.1491	4.1684	231.7812	5.9181	0.2848
65	05-04-21	1.1399	3.1901	2.5135	0.7336	3.3331	4.4393	0.6376	0.1889	0.6609	0.2664	4.9161	5.8021	0.6495	1.3624	0.0571	3.7853	0.3711	0.231	0.2063	0.4897	2.9486	1.0695	0.0418	0.0548	0.4782	0.1333	0.5145	0.1499	4.1871	232.3158	5.938	0.2861
66	06-04-21	1.1332	3.1687	2.514	0.7349	3.3161	4.4347	0.6353	0.1886	0.661	0.2645	4.917	5.7576	0.6496	1.3619	0.0567	3.7671	0.3712	0.2319	0.2045	0.4882	2.9199	1.0698	0.0418	0.0545	0.4785	0.1327	0.5113	0.1497	4.1629	231.6833	5.9161	0.2862
67	07-04-21	1.1262	3.1543	2.5139	0.7399	3.2841	4.4524	0.6322	0.1896	0.6612	0.263	4.9168	5.7192	0.649	1.3654	0.0556	3.7667	0.3699	0.2312	0.205	0.4872	2.9101	1.0721	0.0418	0.0533	0.4794	0.1319	0.5073	0.1481	4.1372	231.0969	5.8943	0.2848
68	08-04-21	1.1292	3.1653	2.517	0.7389	3.2898	4.4653	0.6332	0.1907	0.6619	0.2637	4.9228	5.7007	0.6495	1.373	0.0556	3.7857	0.3715	0.2301	0.2057	0.4892	2.9151	1.081	0.0419	0.0538	0.4828	0.1318	0.5078	0.1483	4.1478	232.5493	5.9045	0.2857
69	09-04-21	1.1266	3.1519	2.5161	0.7432	3.2864	4.4671	0.6311	0.1896	0.6617	0.2634	4.9212	5.6712	0.6497	1.3732	0.0554	3.7739	0.3695	0.2309	0.2052	0.4859	2.9112	1.0842	0.0419	0.0536	0.4835	0.1319	0.51	0.1483	4.1382	232.3306	5.8923	0.2841
70	12-04-21	1.1253	3.1544	2.5158	0.7273	3.2946	4.4728	0.6314	0.1887	0.6616	0.2634	4.9205	5.6802	0.6502	1.38	0.0551	3.7799	0.3676	0.2308	0.2053	0.4864	2.9111	1.086	0.0419	0.0534	0.4828	0.1316	0.5055	0.148	4.1335	231.4488	5.891	0.2832
71	13-04-21	1.1262	3.1519	2.5168	0.7215	3.2862	4.472	0.6317	0.189	0.6619	0.2632	4.9225	5.6963	0.6504	1.3721	0.0549	3.7844	0.3682	0.2309	0.2052	0.4857	2.9107	1.078	0.0419	0.0536	0.4826	0.1317	0.5084	0.1476	4.1367	229.6754	5.8958	0.284
72	14-04-21	1.1211	3.1662	2.5169	0.7202	3.2818	4.4688	0.6305	0.1897	0.6619	0.2619	4.9226	5.6719	0.65	1.3715	0.0548	3.7764	0.3695	0.2314	0.2048	0.4877	2.9274	1.08	0.0419	0.0544	0.4851	0.1319	0.5126	0.1475	4.118	230.7072	5.8807	0.2838
73	15-04-21	1.1192	3.1865	2.5178	0.7271	3.2911	4.456	0.6301	0.1898	0.6622	0.2624	4.9245	5.6701	0.651	1.3721	0.0548	3.7808	0.3688	0.2304	0.2055	0.4904	2.9482	1.0812	0.0419	0.0536	0.4859	0.1315	0.5123	0.1471	4.1111	231.0234	5.8775	0.2874
74	16-04-21	1.1195	3.1855	2.5177	0.7321	3.2874	4.473	0.6304	0.1901	0.6621	0.2622	4.9243	5.6647	0.6509	1.3647	0.0553	3.7785	0.3686	0.2303	0.2063	0.4908	2.944	1.0825	0.0419	0.0543	0.4877	0.1316	0.5099	0.147	4.112	233.8266	5.8775	0.2885
75	19-04-21	1.1145	3.1848	2.5186	0.7327	3.2805	4.4797	0.6288	0.19	0.6624	0.2611	4.9261	5.6851	0.6506	1.3668	0.0547	3.7879	0.3674	0.2296	0.2063	0.4932	2.9435	1.0831	0.0419	0.0538	0.488	0.1313	0.5086	0.1463	4.0937	235.3486	5.8688	0.2876
76	20-04-21	1.1128	3.18	2.5196	0.737	3.2656	4.4613	0.629	0.1901	0.6626	0.2607	4.9279	5.7162	0.6508	1.366	0.0546	3.7671	0.3669	0.2281	0.2057	0.4927	2.9456	1.0817	0.0419	0.0536	0.4867	0.1307	0.504	0.1459	4.0872	232.2817	5.866	0.286
77	21-04-21	1.1171	3.1665	2.5186	0.7368	3.2582	4.4735	0.6313	0.1902	0.6624	0.2611	4.926	5.7173	0.6503	1.3598	0.0543	3.7938	0.3665	0.2271	0.2057	0.4905	2.945	1.0818	0.0419	0.0533	0.4846	0.1309	0.502	0.1458	4.1031	234.7214	5.8803	0.2872
78	22-04-21	1.1138	3.1684	2.5183	0.7346	3.2737	4.4662	0.6302	0.1904	0.6623	0.2612	4.9255	5.687	0.6504	1.3555	0.0545	3.7858	0.3658	0.2277	0.2051	0.4917	2.9371	1.081	0.0419	0.0537	0.4867	0.1305	0.4937	0.1457	4.0911	235.1457	5.8684	0.2866
79	23-04-21	1.1122	3.1584	2.5184	0.7503	3.2715	4.4639	0.6291	0.1904	0.6624	0.2602	4.9257	5.6702	0.6506	1.3553	0.0544	3.7859	0.3656	0.2272	0.2054	0.4899	2.9317	1.0788	0.0419	0.0543	0.4854	0.1301	0.4898	0.1464	4.0852	234.5622	5.8625	0.2858
80	26-04-21	1.1079	3.1702	2.5175	0.7433	3.2672	4.4521	0.6276	0.1907	0.6621	0.2597	4.9238	5.6625	0.6508	1.3533	0.0545	3.7769	0.3667	0.2275	0.2054	0.4903	2.9386	1.0808	0.0419	0.0543	0.4858	0.1295	0.4893	0.1462	4.0694	232.9449	5.8493	0.2856
81	27-04-21	1.1118	3.1718	2.5186	0.7511	3.2893	4.4646	0.6297	0.1903	0.6624	0.2599	4.926	5.6666	0.6511	1.3561	0.0547	3.7707	0.3674	0.2272	0.2049	0.4915	2.9414	1.0796	0.0419	0.0544	0.4854	0.1302	0.4963	0.1467	4.0837	233.9081	5.8602	0.285
82	28-04-21	1.1115	3.1619	2.5191	0.7488	3.29	4.4586	0.6297	0.1898	0.6626	0.2601	4.927	5.6704	0.6518	1.3604	0.0549	3.7471	0.3666	0.228	0.2037	0.4934	2.9435	1.0754	0.0419	0.0546	0.4872	0.1302	0.4984	0.147	4.0827	231.8607	5.8576	0.2841
83	29-04-21	1.1059	3.161	2.5179	0.7603	3.3003	4.4687	0.628	0.1905	0.6623	0.2594	4.9247	5.67	0.6519	1.3649	0.0549	3.7269	0.3665	0.2288	0.204	0.4954	2.946	1.0769	0.0419	0.0547	0.4866	0.1301	0.4988	0.1464	4.0621	231.9385	5.8405	0.2859
